sensor_id,timestamp,location,temperature,humidity,pressure,battery_pct,alert_flag
SENS000319,2023-03-02 14:00:56,Zone-D,67.77,22.89,1009.56,72.07,0
SENS000320,2023-09-11 07:52:28,Field-South,19.57,62.76,978.21,59.94,0
SENS000321,2023-09-05 03:49:34,Zone-D,-3.86,44.32,965.29,64.77,0
SENS000322,2024-01-23 21:59:51,Warehouse-2,-7.02,50.01,1036.5,88.07,0
SENS000323,2024-04-27 22:45:54,Zone-D,38.38,65.49,1018.44,73.77,0
SENS000324,2024-04-16 18:39:10,Field-South,64.08,69.37,989.73,26.63,0
SENS000325,2023-05-09 18:07:28,Zone-A,72.95,34.47,951.91,89.03,0
SENS000326,2023-01-03 01:22:48,Field-South,48.39,43.43,1039.66,60.78,0
SENS000327,2024-05-23 13:08:16,Field-South,30.89,91.58,986.68,24.12,1
SENS000328,2023-06-04 03:58:45,Warehouse-1,12.45,14.51,994.34,53.75,0
SENS000329,2023-03-29 06:11:59,Remote-01,64.25,70.66,978.78,55.67,0
SENS000330,2024-01-14 15:35:20,Field-South,1.39,14.69,1024.02,60.5,0
SENS000331,2023-12-06 01:48:10,Zone-D,32.5,93.83,1038.14,72.93,1
SENS000332,2024-02-04 15:18:02,Zone-D,75.74,88.39,1027.05,79.86,0
SENS000333,2023-02-11 11:55:28,Zone-E,56.34,22.29,1045.02,93.41,0
SENS000334,2023-09-17 09:28:28,Warehouse-2,-1.9,74.12,978.12,,0
SENS000335,2023-02-12 19:27:25,Field-South,66.94,61.63,1020.5,24.17,0
SENS000336,2024-08-12 12:38:39,Warehouse-2,10.79,86.65,1033.19,56.64,0
SENS000337,2024-07-17 12:57:12,Zone-D,50.75,61.96,972.25,8.25,1
SENS000338,2023-05-27 20:17:00,Remote-01,57.46,84.03,1041.76,13.16,0
SENS000339,2023-08-22 13:26:32,Zone-B,-18.25,30.26,1002.53,32.25,1
SENS000340,2023-01-24 18:04:48,Remote-01,3.96,46.02,969.27,15.57,0
SENS000341,2024-07-07 19:23:55,Remote-01,53.59,76.15,1040.03,70.51,0
SENS000342,2024-04-02 09:12:56,Field-North,27.89,52.15,980.62,95.65,0
SENS000343,2023-09-21 11:03:01,Warehouse-2,62.78,20.65,975.94,87.76,0
SENS000344,2023-03-24 06:50:44,Warehouse-1,-9.9,37.06,973.73,23.82,0
SENS000345,2024-08-08 07:59:13,Zone-A,-9.69,10.8,1018.12,81.69,0
SENS000346,2024-06-06 04:39:53,Zone-A,51.89,29.29,954.81,20.22,0
SENS000347,2023-07-17 04:06:45,Warehouse-1,54.43,50.14,978.71,87.03,0
SENS000348,2023-01-18 15:52:50,Field-North,50.61,11.75,965.14,79.71,0
SENS000349,2024-10-21 18:58:11,Field-North,78.57,63.01,959.25,15.08,0
SENS000350,2024-12-21 00:03:53,Zone-C,44.44,79.06,1036.75,41.28,0
SENS000351,2024-02-26 22:20:15,Zone-E,-1.29,12.67,967.75,15.21,0
SENS000352,2024-12-14 05:56:01,Zone-B,18.72,70.77,1032.7,35.97,0
SENS000353,2024-10-16 21:31:32,Warehouse-2,6.33,20.62,1005.75,69.62,0
SENS000354,2024-03-10 18:34:38,Warehouse-2,-3.22,87.45,993.23,91.82,0
SENS000355,2024-04-15 15:03:59,Zone-A,5.28,89.04,1004.55,,0
SENS000356,2023-08-03 22:47:01,Zone-E,10.16,48.38,1014.03,86.87,0
SENS000357,2023-01-01 11:52:14,Field-South,61.16,18.84,955.18,52.49,0
SENS000358,2024-06-30 08:02:39,Zone-A,7.31,90.33,1022.46,49.12,1
SENS000359,2023-01-27 12:35:51,Zone-E,41.63,30.24,1038.17,8.25,1
SENS000360,2023-02-01 14:01:39,Zone-C,54.43,32.24,1044.29,28.49,0
SENS000361,2024-03-18 00:20:26,Warehouse-1,28.42,15.85,1029.98,54.16,0
SENS000362,2024-05-23 22:50:24,Zone-C,9.63,26.97,962.49,16.88,0
SENS000363,2023-12-11 17:27:19,Field-South,52.9,41.27,992.33,13.6,0
SENS000364,2024-04-21 09:18:38,Field-North,78.16,89.34,992.73,99.81,0
SENS000365,2024-05-06 12:40:40,Warehouse-2,51.73,70.23,1032.65,48.97,0
SENS000366,2023-06-28 10:04:29,Zone-D,22.28,78.7,1027.34,52.48,0
SENS000367,2024-03-31 21:28:38,Warehouse-2,3.89,89.42,988.57,40.19,0
SENS000368,2024-09-25 08:22:43,Zone-B,29.61,33.46,1021.63,91.7,0
SENS000369,2023-02-04 00:09:36,Zone-A,63.55,53.04,1007.64,30.3,0
SENS000370,2023-08-12 11:41:27,Warehouse-1,31.99,40.96,1042.17,39.09,0
SENS000371,2023-09-13 11:08:03,Warehouse-2,22.04,74.85,1031.05,57.17,0
SENS000372,2024-09-12 02:13:16,Zone-D,-11.06,19.97,990.25,34.56,1
SENS000373,2024-03-09 09:48:03,Warehouse-1,29.2,61.32,960.44,62.28,0
SENS000374,2023-02-18 18:16:47,Field-North,32.33,94.67,1029.36,5.87,1
SENS000375,2024-11-26 05:59:45,Zone-C,52.95,38.31,973.76,48.38,0
SENS000376,2024-11-28 15:50:26,Warehouse-2,56.3,52.14,963.34,13.32,0
SENS000377,2023-04-22 08:58:45,Zone-C,95.38,79.97,996.03,60.99,1
SENS000378,2024-03-17 17:35:07,Zone-C,-2.73,20.41,988.75,8.91,1
SENS000379,2023-10-16 13:30:17,Field-South,60.95,68.68,1005.51,61.21,0
SENS000380,2023-02-12 05:22:08,Remote-01,1.31,13.32,981.04,89.95,0
SENS000381,2023-03-09 22:57:09,Field-South,19.27,80.66,1046.43,56.07,0
SENS000382,2024-04-15 03:08:16,Warehouse-2,0.51,72.3,1008.22,85.59,0
SENS000383,2024-05-26 20:37:39,Remote-01,61.98,15.43,1027.86,68.56,0
SENS000384,2024-12-12 09:51:33,Zone-C,38.64,60.99,999.59,65.53,0
SENS000385,2024-04-07 22:37:16,Warehouse-1,-6.79,91.33,1028.38,33.94,1
SENS000386,2024-12-19 00:06:49,Zone-A,78.48,94.09,1010.84,78.7,1
SENS000387,2023-12-05 04:25:40,Zone-C,-17.38,42.3,1037.86,5.83,1
SENS000388,2023-01-24 03:17:00,Zone-E,18.59,74.06,957.31,17.32,0
SENS000389,2024-01-05 01:34:43,Field-North,28.74,88.11,1022.26,10.56,0
SENS000390,2023-02-15 22:41:05,Warehouse-2,100.54,15.41,994.68,33.9,1
SENS000391,2023-07-23 08:03:25,Field-North,-1.89,42.72,994.81,74.01,0
SENS000392,2023-06-28 06:00:58,Zone-D,6.79,52.13,991.51,,0
SENS000393,2023-01-11 20:03:05,Warehouse-1,-19.51,65.15,1014.5,53.86,1
SENS000394,2023-12-23 06:13:02,Zone-B,37.57,40.1,967.23,60.8,0
SENS000395,2024-12-27 06:17:07,Field-North,12.31,19.74,1029.51,11.48,0
SENS000396,2023-10-15 12:38:16,Warehouse-1,53.49,60.41,1005.75,80.01,0
SENS000397,2023-08-12 21:23:13,Zone-E,8.07,11.24,991.83,73.5,0
SENS000398,2023-04-29 22:52:26,Zone-B,46.96,15.61,1049.96,91.86,0
SENS000399,2024-04-16 06:37:03,Zone-E,-5.55,46.0,1028.22,78.22,0
SENS000400,2023-06-05 07:53:22,Zone-A,16.76,63.1,1011.87,71.76,0
SENS000401,2024-02-07 00:13:52,Remote-01,18.11,32.52,1030.39,14.08,0
SENS000402,2024-10-04 02:04:29,Zone-C,-6.95,85.68,954.29,69.59,0
SENS000403,2024-05-09 14:58:29,Zone-B,30.11,90.72,1006.28,86.22,1
SENS000404,2024-07-15 08:31:11,Warehouse-2,-4.72,63.06,964.36,9.9,1
SENS000405,2023-04-23 15:15:53,Remote-01,37.67,50.36,968.17,58.02,0
SENS000406,2023-01-03 13:34:27,Zone-B,34.78,90.31,1036.29,12.8,1
SENS000407,2023-05-08 03:15:00,Zone-B,41.77,87.74,1043.78,,0
SENS000408,2023-10-22 00:36:42,Zone-E,7.6,73.45,959.98,92.67,0
SENS000409,2023-11-24 07:59:14,Zone-B,41.35,88.56,1041.5,76.47,0
SENS000410,2024-11-01 13:25:02,Zone-E,23.48,24.59,1044.08,81.94,0
SENS000411,2023-08-09 04:58:52,Remote-01,66.06,61.93,1043.77,24.88,0
SENS000412,2023-01-17 19:20:43,Remote-01,13.39,44.07,1018.61,16.23,0
SENS000413,2024-06-05 12:46:13,Zone-B,59.99,86.14,1043.99,42.48,0
SENS000414,2023-08-22 23:40:32,Zone-D,30.49,57.04,963.07,,0
SENS000415,2023-03-19 00:45:25,Zone-C,23.3,35.72,996.45,98.43,0
SENS000416,2024-08-16 07:47:36,Zone-E,33.59,79.67,1048.9,82.97,0
SENS000417,2024-06-05 09:25:28,Warehouse-1,56.21,38.66,982.8,43.66,0
SENS000418,2023-12-19 05:10:47,Zone-A,51.88,54.26,998.12,44.88,0
SENS000419,2023-01-01 23:48:26,Zone-D,14.48,45.32,1030.3,26.58,0
SENS000420,2023-08-18 19:49:38,Zone-A,15.62,24.77,973.28,57.1,0
SENS000421,2024-08-22 09:47:48,Zone-C,1.47,80.04,1002.15,83.69,0
SENS000422,2024-07-09 16:15:37,Zone-A,63.47,73.56,1011.64,54.91,0
SENS000423,2024-12-01 21:59:27,Zone-D,13.55,66.06,973.51,,0
SENS000424,2023-02-10 16:56:52,Zone-D,42.77,60.7,1014.89,61.69,0
SENS000425,2023-07-18 06:52:34,Field-North,39.71,76.84,952.65,46.44,0
SENS000426,2024-04-23 20:43:17,Zone-B,13.47,30.29,1000.44,90.23,0
SENS000427,2023-11-06 17:44:19,Remote-01,-2.43,75.11,963.83,6.02,1
SENS000428,2023-07-25 18:15:29,Zone-D,48.03,87.55,1031.4,79.73,0
SENS000429,2023-11-13 09:46:48,Field-North,61.6,55.04,988.23,28.04,0
SENS000430,2023-02-27 17:24:28,Zone-D,76.41,85.04,1023.38,74.39,0
SENS000431,2024-06-30 05:01:48,Zone-B,59.67,83.03,964.43,23.84,0
SENS000432,2024-11-14 08:38:02,Warehouse-1,34.45,39.72,1046.31,90.38,0
SENS000433,2023-10-05 14:29:52,Zone-E,74.18,85.52,1024.56,43.43,0
SENS000434,2024-03-22 21:46:00,Zone-C,-4.08,76.7,979.97,20.01,0
SENS000435,2023-12-12 14:24:49,Zone-B,66.19,42.9,973.84,69.17,0
SENS000436,2023-04-30 10:08:25,Warehouse-2,13.24,10.93,991.02,90.72,0
SENS000437,2023-03-03 16:07:40,Warehouse-2,68.51,70.35,998.57,86.51,0
SENS000438,2024-12-08 15:43:16,Warehouse-1,12.26,88.32,1047.5,45.46,0
SENS000439,2023-10-23 23:06:10,Warehouse-1,73.8,68.6,980.45,70.65,0
SENS000440,2024-11-24 00:08:52,Warehouse-2,11.82,61.0,997.48,64.95,0
SENS000441,2024-02-21 21:36:02,Warehouse-1,27.9,76.98,990.63,26.61,0
SENS000442,2024-08-30 15:36:49,Remote-01,66.7,42.0,1001.46,25.67,0
SENS000443,2024-10-18 22:05:56,Zone-E,4.06,19.8,950.05,93.99,0
SENS000444,2023-06-23 02:24:00,Remote-01,-0.71,82.82,1028.27,83.96,0
SENS000445,2023-10-08 06:14:03,Zone-E,-7.47,51.48,1001.34,69.61,0
SENS000446,2024-03-09 19:09:55,Field-South,37.08,71.68,1010.18,18.89,0
SENS000447,2023-06-08 01:39:09,Zone-A,32.92,43.65,980.1,82.03,0
SENS000448,2023-02-16 18:38:25,Field-South,49.11,59.81,1000.74,35.26,0
SENS000449,2024-05-24 22:35:08,Field-South,32.74,74.9,950.74,49.73,0
SENS000450,2023-07-30 21:56:47,Field-North,68.16,64.78,1011.9,96.3,0
SENS000451,2023-08-29 04:23:31,Zone-E,42.09,55.99,1019.33,20.49,0
SENS000452,2023-02-07 00:48:29,Field-South,59.29,28.33,954.12,51.81,0
SENS000453,2023-12-18 20:59:29,Warehouse-2,60.81,86.36,1047.54,90.09,0
SENS000454,2023-03-16 09:18:23,Zone-C,0.08,78.14,991.74,21.48,0
SENS000455,2023-07-09 09:19:48,Field-South,49.6,74.17,1033.56,15.96,0
SENS000456,2023-07-14 10:52:47,Field-North,6.85,77.75,1029.49,99.28,0
SENS000457,2023-07-11 14:09:00,Zone-D,55.13,64.12,987.41,31.36,0
SENS000458,2023-08-18 05:12:00,Zone-A,49.2,43.13,1002.85,98.24,0
SENS000459,2024-12-05 11:10:44,Remote-01,41.13,62.19,1037.9,88.0,0
SENS000460,2023-04-08 06:11:36,Zone-C,77.04,63.95,961.51,76.07,0
SENS000461,2024-01-18 11:15:40,Zone-C,-7.78,24.68,984.85,38.55,0
SENS000462,2023-11-26 15:40:44,Zone-D,41.78,43.29,983.66,,0
SENS000463,2024-06-15 20:42:50,Warehouse-1,4.42,74.72,1018.58,12.74,0
SENS000464,2023-12-08 21:28:23,Remote-01,69.28,49.03,974.6,97.6,0
SENS000465,2023-05-06 21:44:51,Warehouse-2,37.84,72.2,1007.06,64.42,0
SENS000466,2023-03-10 07:38:13,Remote-01,39.93,93.92,973.4,84.8,1
SENS000467,2023-11-08 11:47:14,Warehouse-2,79.56,37.9,994.04,94.73,0
SENS000468,2024-07-24 23:48:19,Warehouse-2,-7.35,72.18,1000.2,62.08,0
SENS000469,2024-08-30 20:44:14,Warehouse-2,47.65,78.19,1019.2,94.99,0
SENS000470,2023-08-19 15:03:06,Zone-C,58.73,25.07,1009.22,55.01,0
SENS000471,2024-10-10 09:48:26,Field-South,3.1,77.74,984.34,55.84,0
SENS000472,2023-11-28 12:37:55,Zone-B,24.2,39.05,1034.99,,0
SENS000473,2023-11-22 13:59:09,Field-South,2.39,40.45,1023.5,35.68,0
SENS000474,2024-03-06 09:03:52,Zone-B,26.42,26.6,975.36,19.22,0
SENS000475,2023-12-15 19:14:48,Warehouse-1,-8.51,45.25,1032.68,96.41,0
SENS000476,2023-07-03 14:45:29,Remote-01,21.42,47.81,1019.58,17.8,0
SENS000477,2023-06-28 11:23:19,Field-North,29.19,92.46,1013.52,49.98,1
SENS000478,2024-05-04 23:44:31,Zone-E,18.55,42.92,970.91,60.62,0
SENS000479,2024-12-10 19:05:21,Warehouse-1,41.47,14.94,1043.42,31.21,0
SENS000480,2023-02-15 18:44:52,Field-North,54.48,33.81,1008.81,68.49,0
SENS000481,2023-03-17 08:58:59,Zone-C,72.22,18.25,1011.15,24.36,0
SENS000482,2023-02-20 21:57:31,Remote-01,68.93,48.57,962.6,71.04,0
SENS000483,2023-12-20 19:01:58,Zone-A,-9.51,30.05,1048.25,,0
SENS000484,2024-08-14 02:09:21,Zone-A,26.56,79.71,995.42,89.75,0
SENS000485,2023-06-28 04:26:38,Zone-C,50.6,31.35,1048.2,60.23,0
SENS000486,2023-11-01 05:44:59,Zone-C,51.93,86.07,967.56,94.35,0
SENS000487,2024-05-06 02:47:40,Zone-E,58.43,65.58,974.97,34.07,0
SENS000488,2024-08-28 13:34:38,Warehouse-1,11.2,72.3,997.49,22.34,0
SENS000489,2023-06-25 05:46:57,Warehouse-1,48.5,44.98,1000.05,93.71,0
SENS000490,2023-11-27 03:35:54,Remote-01,72.81,25.96,996.18,90.88,0
SENS000491,2023-09-22 17:00:59,Zone-A,39.67,66.49,962.22,84.88,0
SENS000492,2023-05-04 12:44:06,Field-South,73.74,70.88,1016.21,14.13,0
SENS000493,2024-03-12 14:58:44,Zone-A,-4.02,62.69,1024.03,49.77,0
SENS000494,2023-12-05 15:13:05,Zone-C,71.11,41.4,992.12,21.11,0
SENS000495,2023-10-07 23:36:46,Warehouse-2,74.46,69.29,1016.9,97.24,0
SENS000496,2023-06-18 14:48:27,Remote-01,-5.15,55.62,1002.6,61.31,0
SENS000497,2023-03-27 09:04:46,Zone-D,20.69,54.34,965.23,91.84,0
SENS000498,2024-06-19 16:31:10,Field-South,39.14,46.32,1038.21,48.08,0
SENS000499,2024-04-18 15:32:20,Warehouse-2,66.21,65.44,964.15,37.56,0
SENS000500,2023-11-29 20:30:01,Zone-C,40.93,68.52,1032.86,18.74,0
SENS000501,2024-12-02 11:09:24,Field-South,13.5,17.05,1025.1,92.21,0
SENS000502,2023-05-25 05:35:34,Zone-B,-15.04,43.02,1021.07,19.62,1
SENS000503,2023-05-26 19:19:56,Field-North,61.28,18.65,1010.77,80.11,0
SENS000504,2024-11-06 09:54:31,Warehouse-1,112.69,30.88,981.25,64.56,1
SENS000505,2024-09-16 15:17:02,Zone-A,37.07,39.2,1024.37,48.16,0
SENS000506,2024-06-06 21:23:09,Warehouse-1,31.49,68.45,953.23,52.02,0
SENS000507,2024-06-09 22:09:46,Zone-C,41.74,61.67,1031.68,80.21,0
SENS000508,2024-12-16 22:25:34,Warehouse-2,61.21,65.15,988.61,23.17,0
SENS000509,2024-03-03 01:03:07,Zone-D,-8.01,80.0,991.29,6.22,1
SENS000510,2023-02-18 09:49:09,Zone-C,-6.03,59.5,1007.79,84.19,0
SENS000511,2024-05-31 17:19:05,Warehouse-2,54.78,22.25,956.92,15.04,0
SENS000512,2024-03-22 21:09:01,Zone-A,-0.86,71.5,1001.0,32.72,0
SENS000513,2023-06-21 05:04:32,Zone-D,96.25,48.79,980.58,,1
SENS000514,2024-01-21 22:14:39,Warehouse-1,38.48,42.76,1032.39,8.27,1
SENS000515,2024-12-27 20:27:13,Warehouse-2,52.39,35.35,987.73,7.52,1
SENS000516,2023-10-03 19:08:29,Warehouse-1,-0.62,13.25,971.6,19.81,0
SENS000517,2024-10-06 09:30:59,Remote-01,2.17,91.89,1033.58,65.16,1
SENS000518,2024-04-16 13:23:17,Zone-D,44.14,81.16,978.99,89.86,0
SENS000519,2024-04-16 10:45:23,Warehouse-2,40.17,91.79,1049.55,62.1,1
SENS000520,2023-08-21 05:07:26,Zone-E,18.19,54.98,1004.33,14.31,0
SENS000521,2023-10-17 02:30:37,Zone-A,25.25,77.09,980.36,15.53,0
SENS000522,2024-03-02 16:02:34,Zone-A,33.98,17.19,1034.42,41.82,0
SENS000523,2023-05-03 12:45:04,Field-North,47.3,83.32,985.56,28.64,0
SENS000524,2023-06-19 21:38:26,Warehouse-1,-5.21,56.33,1032.78,53.38,0
SENS000525,2024-05-16 10:48:53,Warehouse-2,27.56,71.7,1002.33,48.02,0
SENS000526,2023-06-16 10:44:00,Zone-D,9.16,26.08,1020.94,29.32,0
SENS000527,2023-09-16 07:13:00,Field-North,37.64,60.08,980.06,73.37,0
SENS000528,2024-09-01 02:37:58,Zone-E,74.76,70.34,1010.48,20.67,0
SENS000529,2023-10-22 20:22:08,Warehouse-2,33.61,55.86,1023.6,46.1,0
SENS000530,2023-11-02 10:41:44,Zone-C,61.45,25.82,991.61,41.97,0
SENS000531,2024-01-15 09:32:10,Zone-A,40.89,15.66,950.51,41.3,0
SENS000532,2023-02-22 18:31:27,Field-South,-7.24,59.07,1024.43,50.74,0
SENS000533,2023-04-27 15:28:53,Warehouse-1,73.93,45.12,991.37,67.21,0
SENS000534,2024-03-14 08:49:23,Warehouse-2,-13.92,57.73,1022.09,25.29,1
SENS000535,2023-01-14 05:08:13,Zone-B,5.81,84.09,1005.01,81.44,0
SENS000536,2024-07-26 15:51:03,Zone-E,56.85,33.71,965.83,82.45,0
SENS000537,2024-05-02 11:06:25,Field-South,50.12,77.01,977.03,72.91,0
SENS000538,2024-05-30 00:32:57,Zone-A,50.96,44.88,1007.81,8.37,1
SENS000539,2024-11-24 21:34:24,Zone-D,51.8,64.11,964.0,55.31,0
SENS000540,2024-10-05 22:34:52,Field-South,65.71,57.26,1000.5,39.41,0
SENS000541,2023-09-18 20:05:14,Zone-B,55.75,41.43,1040.34,23.18,0
SENS000542,2024-06-29 12:32:34,Warehouse-1,-17.88,94.4,995.74,,1
SENS000543,2024-10-29 20:17:57,Warehouse-2,14.65,54.2,991.84,5.44,1
SENS000544,2023-01-03 19:14:36,Zone-D,32.48,62.09,1037.13,99.94,0
SENS000545,2023-06-14 13:50:12,Zone-D,12.47,73.96,996.59,70.34,0
SENS000546,2024-10-20 06:22:22,Field-North,79.38,93.14,985.82,88.88,1
SENS000547,2023-12-05 23:55:04,Warehouse-1,58.71,74.74,1043.56,70.93,0
SENS000548,2023-09-21 23:24:36,Field-North,2.31,32.72,951.99,25.07,0
SENS000549,2024-01-11 21:39:34,Field-North,-7.48,87.45,955.51,66.97,0
SENS000550,2023-09-12 23:17:05,Field-South,38.71,48.62,960.93,18.0,0
SENS000551,2023-09-17 20:28:28,Zone-B,57.8,43.56,1043.33,70.2,0
SENS000552,2023-07-24 05:16:27,Zone-A,2.42,68.31,970.13,53.44,0
SENS000553,2024-07-12 21:38:19,Warehouse-1,9.05,36.3,958.92,45.31,0
SENS000554,2023-07-09 04:33:09,Zone-B,-0.1,25.84,1040.15,24.2,0
SENS000555,2023-04-09 11:57:19,Zone-B,69.9,56.54,994.44,88.11,0
SENS000556,2024-04-28 02:18:23,Zone-D,69.02,42.56,1025.41,74.41,0
SENS000557,2024-07-24 03:32:20,Warehouse-2,49.58,19.6,1018.44,55.1,0
SENS000558,2024-10-05 15:35:37,Zone-E,31.94,92.15,1003.29,10.73,1
SENS000559,2023-09-29 18:24:35,Zone-C,39.79,32.8,951.11,30.9,0
SENS000560,2024-11-06 18:53:29,Zone-E,76.18,60.81,1033.11,,0
SENS000561,2023-07-05 16:39:35,Remote-01,68.13,37.51,1039.83,9.35,1
SENS000562,2024-09-30 13:43:05,Remote-01,-7.41,63.15,965.67,58.11,0
SENS000563,2023-12-02 08:15:46,Field-North,66.81,90.37,1025.65,55.95,1
SENS000564,2023-01-08 21:37:20,Zone-E,15.97,65.2,1025.86,81.13,0
SENS000565,2024-04-12 11:45:47,Zone-C,49.38,80.34,987.09,69.76,0
SENS000566,2023-02-02 12:17:42,Field-North,38.5,57.0,1026.88,45.83,0
SENS000567,2023-12-09 04:06:42,Warehouse-2,115.71,48.93,968.91,76.45,1
SENS000568,2024-06-01 08:21:57,Warehouse-2,64.15,47.45,955.44,50.75,0
SENS000569,2024-07-10 21:25:09,Warehouse-1,43.98,38.61,970.54,21.98,0
SENS000570,2024-03-08 09:47:01,Zone-A,112.47,68.39,1011.67,70.54,1
SENS000571,2024-08-08 07:04:17,Warehouse-1,-7.82,74.56,1049.94,79.08,0
SENS000572,2023-04-30 04:08:10,Zone-E,15.29,20.22,1002.45,56.99,0
SENS000573,2023-01-10 02:00:18,Warehouse-2,69.6,94.98,976.76,57.47,1
SENS000574,2023-12-12 10:38:53,Zone-D,47.49,31.71,990.81,16.72,0
SENS000575,2023-03-14 23:41:43,Warehouse-2,55.29,93.17,968.69,86.84,1
SENS000576,2024-03-21 11:07:29,Zone-B,19.85,74.1,985.91,,0
SENS000577,2023-10-01 19:00:09,Zone-C,72.8,52.92,1026.39,13.27,0
SENS000578,2024-02-02 09:16:11,Remote-01,108.93,60.47,952.47,93.5,1
SENS000579,2024-06-30 02:00:00,Zone-E,54.41,26.86,1035.45,18.15,0
SENS000580,2023-09-28 18:09:02,Zone-B,6.46,68.85,1015.56,26.49,0
SENS000581,2023-12-10 14:38:05,Zone-D,66.8,26.67,988.72,,0
SENS000582,2023-11-03 05:57:45,Warehouse-1,68.46,93.35,1043.6,65.34,1
SENS000583,2023-10-10 09:42:48,Field-North,2.0,38.52,1038.5,5.17,1
SENS000584,2024-02-16 03:18:31,Warehouse-1,47.13,15.02,1003.23,23.1,0
SENS000585,2024-03-26 10:49:19,Remote-01,51.9,93.39,1008.87,43.29,1
SENS000586,2024-10-17 03:15:30,Warehouse-1,-5.09,12.34,1011.53,89.38,0
SENS000587,2024-04-25 11:06:36,Zone-D,55.89,84.46,1044.86,75.36,0
SENS000588,2024-12-05 17:15:35,Warehouse-1,19.3,88.84,1000.77,9.15,1
SENS000589,2024-03-15 13:39:21,Remote-01,18.7,47.46,988.08,57.62,0
SENS000590,2024-07-09 00:29:13,Field-South,55.77,84.2,971.65,,0
SENS000591,2024-04-04 09:29:19,Warehouse-2,20.05,93.9,993.64,69.38,1
SENS000592,2023-12-14 20:56:57,Zone-A,58.58,91.67,1023.28,61.68,1
SENS000593,2024-10-04 23:15:32,Zone-B,78.6,50.15,1018.23,70.82,0
SENS000594,2023-08-24 21:21:07,Warehouse-1,0.02,50.78,1019.18,25.78,0
SENS000595,2023-06-25 20:37:44,Zone-B,56.04,78.06,1001.83,14.94,0
SENS000596,2023-03-08 07:47:16,Field-South,61.04,22.56,951.17,87.4,0
SENS000597,2023-09-13 08:59:40,Field-South,27.1,21.52,1034.85,27.7,0
SENS000598,2024-05-02 23:19:35,Zone-C,29.8,50.2,984.96,99.5,0
SENS000599,2023-09-02 05:31:42,Warehouse-1,-5.6,58.37,987.32,46.37,0
SENS000600,2023-05-01 14:56:05,Remote-01,8.92,80.02,983.48,92.75,0
SENS000601,2024-02-05 02:51:33,Zone-B,13.39,73.93,953.51,23.43,0
SENS000602,2024-04-04 03:18:18,Warehouse-1,73.01,93.84,963.98,35.53,1
SENS000603,2023-03-02 09:58:36,Remote-01,118.18,22.88,987.6,92.28,1
SENS000604,2023-04-13 23:39:33,Remote-01,5.59,87.71,1034.45,29.79,0
SENS000605,2024-06-26 06:23:28,Warehouse-1,48.42,77.79,995.07,27.93,0
SENS000606,2023-03-14 07:18:01,Warehouse-2,38.06,54.18,973.75,67.13,0
SENS000607,2023-06-26 23:53:54,Zone-B,63.9,63.52,1034.6,77.51,0
SENS000608,2023-05-19 08:20:24,Warehouse-1,30.09,31.18,992.8,48.37,0
SENS000609,2024-08-10 22:09:16,Remote-01,49.78,75.12,1024.33,99.52,0
SENS000610,2023-06-26 20:59:58,Zone-B,12.8,23.33,1006.23,17.32,0
SENS000611,2024-08-03 00:10:42,Warehouse-2,6.84,20.23,968.58,48.7,0
SENS000612,2024-02-01 00:57:55,Zone-D,76.61,27.23,990.22,98.56,0
SENS000613,2023-05-21 23:16:23,Warehouse-1,25.68,39.58,958.83,42.96,0
SENS000614,2024-07-08 08:58:26,Zone-A,31.85,90.77,979.96,8.21,1
SENS000615,2023-09-17 18:07:47,Field-North,10.17,52.2,974.84,9.74,1
SENS000616,2024-05-04 17:30:34,Remote-01,44.8,38.89,959.2,66.67,0
SENS000617,2024-03-23 11:02:20,Field-North,36.99,75.1,1019.85,99.64,0
SENS000618,2023-02-15 06:29:27,Zone-B,63.46,19.89,1039.49,71.26,0
SENS000619,2024-10-24 15:49:36,Remote-01,41.54,18.77,993.17,71.62,0
SENS000620,2023-10-24 05:19:33,Zone-E,32.58,50.88,1032.06,50.95,0
SENS000621,2023-09-15 22:55:39,Zone-D,2.17,47.67,1016.49,35.96,0
SENS000622,2024-02-06 01:43:39,Zone-E,6.32,91.21,1008.61,19.44,1
SENS000623,2023-10-08 11:58:34,Field-North,-9.02,90.54,959.99,82.34,1
SENS000624,2024-10-18 08:44:12,Warehouse-1,75.68,21.57,1045.1,91.0,0
SENS000625,2024-03-14 00:47:28,Warehouse-1,42.49,75.13,1047.7,78.43,0
SENS000626,2024-10-18 21:19:27,Field-South,78.56,87.93,1005.89,68.21,0
SENS000627,2024-06-26 21:35:14,Zone-D,56.04,26.05,977.62,77.8,0
SENS000628,2024-12-25 09:03:39,Warehouse-1,28.37,30.46,1024.9,15.6,0
SENS000629,2023-04-30 02:36:35,Zone-B,10.56,74.25,1036.08,44.44,0
SENS000630,2023-10-31 22:24:22,Zone-B,0.58,91.93,1017.23,38.46,1
SENS000631,2023-01-12 05:53:48,Zone-A,-14.76,84.64,960.11,35.24,1
SENS000632,2024-07-22 22:04:59,Warehouse-1,84.97,37.85,1008.6,92.38,1
SENS000633,2024-12-20 03:20:49,Warehouse-1,-17.01,64.43,1002.0,14.26,1
SENS000634,2023-05-17 01:06:29,Zone-C,-9.36,41.67,1002.82,81.28,0
SENS000635,2024-03-18 01:21:43,Zone-B,65.28,82.22,1012.32,66.95,0
SENS000636,2023-08-09 12:23:09,Zone-D,33.97,43.04,1034.02,65.83,0
